,ind,timestamp,latitude,longitude,country
108,108,2017-11-08 04:13:17,-84.8378,-167.14,Aruba
109,109,2019-12-10 12:36:32,-88.8298,-170.188,Albania
110,110,2019-08-29 19:27:23,-84.5882,-164.942,Jamaica
111,111,2019-11-06 17:32:39,4.21689,-145.82,Afghanistan
112,112,2019-01-02 07:50:47,-84.8378,-167.14,Aruba
113,113,2020-04-09 14:09:56,-88.8298,-170.188,Albania
114,114,2018-07-09 21:13:58,-84.8378,-167.14,Aruba
115,115,2018-01-09 05:42:05,-75.8862,-111.36,American Samoa
116,116,2022-03-05 09:28:46,32.7451,12.5642,Aruba
117,117,2022-01-19 02:37:42,-56.3611,-1.11339,Eritrea
118,118,2022-01-22 21:36:49,-89.6778,-169.798,Belize
119,119,2019-01-11 20:50:58,11.5468,-166.047,Gibraltar
120,120,2022-05-30 09:55:13,-75.7662,-171.892,Afghanistan
121,121,2019-11-11 15:14:34,-88.8298,-170.188,Albania
122,122,2018-10-09 05:43:21,-88.8298,-170.188,Albania
123,123,2017-11-01 02:41:08,-88.5252,-172.436,American Samoa
124,124,2018-08-25 22:50:56,-51.051,-51.6278,Korea
125,125,2021-03-30 23:31:20,-87.2,-177.109,Albania
126,126,2019-08-16 09:54:14,-71.6856,-179.126,Albania
127,127,2019-03-16 14:25:02,71.4052,-142.556,Equatorial Guinea
128,128,2018-02-27 05:26:16,-84.8378,-167.14,Aruba
129,129,2018-06-28 08:39:59,-88.8298,-170.188,Albania
130,130,2022-10-01 12:09:12,10.4026,28.8162,Kyrgyz Republic
131,131,2019-12-13 20:25:12,48.0085,-175.489,Turkey
132,132,2021-05-25 14:53:44,-37.0996,-144.695,Costa Rica
133,133,2017-10-26 18:18:26,-87.5437,-176.67,Canada
134,134,2021-06-01 00:44:08,-86.2919,-103.993,Anguilla
135,135,2019-03-07 18:42:17,-83.4105,-150.788,Bangladesh
136,136,2018-09-12 03:45:46,-85.7167,9.23298,Japan
137,137,2021-08-04 01:26:00,-87.0574,-164.826,Bahamas
138,138,2020-04-11 02:18:12,-85.7359,-161.599,Albania
139,139,2022-01-09 05:24:44,-88.9652,-164.795,Armenia
140,140,2019-07-16 08:53:24,-87.2,-177.109,Albania
141,141,2018-12-22 07:35:20,-86.2919,-103.993,Anguilla
142,142,2018-12-21 07:10:31,-33.3084,-14.973,Timor-Leste
143,143,2018-02-27 09:15:34,-20.5104,154.18,Congo
144,144,2018-08-31 12:18:02,-58.4025,-168.097,Albania
145,145,2019-10-03 17:58:32,37.8982,36.6903,Portugal
146,146,2019-12-21 14:42:31,-73.739,-72.5347,Cape Verde
147,147,2020-10-27 04:50:04,-84.8378,-167.14,Aruba
148,148,2019-05-23 16:08:05,-84.5322,-179.647,Afghanistan
149,149,2018-05-27 07:31:55,-87.0574,-164.826,Bahamas
150,150,2020-12-15 12:12:52,-87.2,-177.109,Albania
151,151,2020-11-06 12:27:56,-80.3222,-96.2117,Benin
152,152,2020-10-17 04:21:23,-85.4298,-49.5099,India
153,153,2018-10-08 19:16:21,-87.2,-177.109,Albania
154,154,2020-01-04 07:27:59,-7.95212,-157.385,Cameroon
155,155,2021-06-01 07:43:02,-86.4433,-178.772,American Samoa
156,156,2022-05-27 16:15:49,-83.7741,-57.3801,Lesotho
157,157,2018-05-13 09:58:21,-71.4281,-82.75,Bahamas
158,158,2021-12-30 22:54:25,-71.2179,-152.808,Azerbaijan
159,159,2017-11-20 21:14:56,-88.0812,-166.603,Andorra
160,160,2019-08-09 06:43:52,71.654,-59.7394,Niger
161,161,2019-12-22 15:47:37,61.6052,-109.936,Dominica
162,162,2021-06-10 02:34:01,-89.8908,-179.887,Albania
163,163,2022-08-16 21:06:53,72.3951,37.7297,Heard Island and McDonald Islands
164,164,2020-01-16 14:17:45,-71.6856,-179.126,Albania
165,165,2020-07-26 13:45:57,33.3929,57.0673,Qatar
166,166,2022-05-27 01:47:47,62.0629,21.2896,Montserrat
167,167,2019-01-15 17:31:43,24.3734,-140.037,Iraq
168,168,2019-01-24 15:20:53,-75.3,-169.77,Aruba
169,169,2019-01-18 02:23:57,32.311,50.1413,Nepal
170,170,2019-10-15 01:58:23,-42.1595,151.154,Kazakhstan
171,171,2021-02-27 06:47:26,-84.8378,-167.14,Aruba
172,172,2018-10-13 16:11:13,-75.8862,-111.36,American Samoa
173,173,2018-06-24 06:02:07,89.3702,86.8218,Saint Helena
174,174,2020-01-27 02:19:40,-88.8298,-170.188,Albania
175,175,2022-01-25 22:15:29,49.891,58.7268,Latvia
176,176,2019-12-24 11:23:36,-87.2,-177.109,Albania
177,177,2020-08-30 01:20:18,-71.6856,-179.126,Albania
178,178,2021-07-27 15:46:18,-84.8378,-167.14,Aruba
179,179,2019-11-22 14:46:15,-69.6993,160.052,Monaco
180,180,2021-12-12 03:32:23,-51.051,-51.6278,Korea
181,181,2019-03-18 22:42:10,14.3124,151.585,Bolivia
182,182,2019-03-07 15:40:36,-81.4378,-44.8383,Swaziland
183,183,2020-08-01 14:32:07,-86.4433,-178.772,American Samoa
184,184,2022-07-03 05:33:14,73.9553,-136.228,Palau
185,185,2021-06-21 12:45:04,80.3976,-50.1287,Marshall Islands
186,186,2022-05-02 13:16:15,-88.8298,-170.188,Albania
187,187,2018-06-20 10:32:48,-55.1732,-175.864,Dominica
188,188,2019-12-01 01:47:17,-30.9073,-161.854,United States of America
189,189,2019-04-20 02:30:43,-88.8298,-170.188,Albania
190,190,2018-08-10 18:35:29,-87.0574,-164.826,Bahamas
191,191,2020-01-12 07:05:03,-86.4433,-178.772,American Samoa
192,192,2017-11-30 21:49:21,78.9344,-74.2207,Guinea
193,193,2018-08-27 16:31:02,-84.8378,-167.14,Aruba
194,194,2019-01-10 22:30:35,-88.8298,-170.188,Albania
195,195,2019-12-09 04:56:56,-42.578,-156.509,Haiti
196,196,2019-07-12 22:35:39,-78.1205,-43.7136,Martinique
197,197,2022-03-29 11:48:48,34.9924,167.045,Korea
198,198,2020-05-14 09:29:28,-75.8378,-163.945,Barbados
199,199,2020-02-16 13:25:20,-44.6381,82.124,Bolivia
200,200,2021-04-17 14:05:10,-87.0574,-164.826,Bahamas
201,201,2021-12-06 21:54:21,-80.683,-62.8965,Bulgaria
202,202,2021-02-19 15:47:29,-88.8298,-170.188,Albania
203,203,2019-07-23 00:51:03,-59.7285,177.483,Guernsey
204,204,2018-11-23 15:01:11,29.2096,-13.1258,United States Virgin Islands
205,205,2020-07-08 14:10:38,-75.8378,-163.945,Barbados
206,206,2018-08-02 18:31:41,77.1926,25.8694,Mozambique
207,207,2022-07-24 14:40:00,-78.1205,-43.7136,Martinique
208,208,2020-07-14 03:43:49,49.6615,-111.099,Djibouti
209,209,2021-04-30 21:27:51,-88.8298,-170.188,Albania
210,210,2018-08-10 00:34:22,-75.8378,-163.945,Barbados
211,211,2020-04-18 20:38:21,-24.8688,124.414,Wallis and Futuna
212,212,2020-10-24 01:39:17,-16.9141,4.27975,Fiji
213,213,2022-02-20 11:36:22,-49.2202,36.6364,Montserrat
214,214,2022-09-10 12:06:02,-75.3,-169.77,Aruba
215,215,2019-05-14 11:22:28,75.9261,77.7989,Dominican Republic
216,216,2018-06-09 11:11:05,-89.9787,-173.293,Albania
217,217,2020-07-27 00:11:10,-89.3568,-35.853,Congo
218,218,2018-10-03 06:21:46,-85.7998,-109.58,American Samoa
219,219,2022-02-17 07:53:59,-88.8298,-170.188,Albania
220,220,2022-06-25 02:03:38,-89.4739,-176.154,Argentina
221,221,2019-10-11 21:04:44,-77.6883,-145.539,Andorra
222,222,2021-12-13 19:14:15,43.8747,-54.895,Lesotho
223,223,2018-12-07 07:30:40,1.15509,-118.397,Isle of Man
224,224,2017-12-17 05:33:12,29.8933,49.2013,Guatemala
225,225,2019-02-07 11:02:33,-88.8298,-170.188,Albania
226,226,2022-03-26 11:13:58,-82.7838,-151.179,Albania
227,227,2017-11-11 05:23:16,-70.1481,-175.776,Marshall Islands
228,228,2021-01-15 17:47:34,-32.3508,-114.656,Bosnia and Herzegovina
229,229,2021-10-10 11:37:23,-33.1937,102.2,Iran
230,230,2022-10-12 16:04:21,-62.1746,48.3458,Honduras
231,231,2019-05-10 02:58:45,58.5539,-16.4247,Cuba
232,232,2019-02-18 03:38:47,6.60912,-173.609,Tanzania
233,233,2017-10-30 17:20:25,-63.2747,144.36,Ethiopia
234,234,2018-07-11 09:18:04,-42.0428,-130.594,Hong Kong
235,235,2018-01-24 12:02:43,14.759,46.9112,Netherlands
236,236,2021-02-21 19:46:15,-83.367,-154.603,Albania
237,237,2021-02-03 15:57:14,80.9284,-10.5612,Kenya
238,238,2020-04-16 19:32:26,68.9558,-130.376,Macao
239,239,2019-08-27 17:38:28,-34.2933,-158.996,Korea
240,240,2020-02-13 10:01:53,-40.7338,-128.075,Australia
241,241,2017-12-06 21:22:10,37.9708,-60.574,Denmark
242,242,2022-10-06 12:53:42,-71.2179,-152.808,Azerbaijan
243,243,2019-01-26 04:13:57,-88.9652,-164.795,Armenia
244,244,2017-10-30 12:59:29,-84.6302,-164.507,Cote d'Ivoire
245,245,2020-01-23 23:12:32,-75.8378,-163.945,Barbados
246,246,2017-12-24 23:50:40,-58.4025,-168.097,Albania
247,247,2019-06-05 17:20:27,-83.8846,-179.612,Barbados
248,248,2018-06-16 03:01:31,-87.4992,-177.336,Bulgaria
249,249,2019-10-17 19:20:18,-64.0649,79.3288,Montenegro
250,250,2018-11-08 12:14:12,-84.4203,-142.539,France
251,251,2019-02-26 04:37:29,-66.9418,-30.0087,Isle of Man
252,252,2018-08-19 22:28:32,-3.87709,99.2255,Cote d'Ivoire
253,253,2021-08-18 09:14:30,-23.2505,59.5293,Singapore
254,254,2021-09-24 02:39:00,-83.4074,-29.1184,Anguilla
255,255,2019-03-25 03:15:49,-46.267,153.299,Pakistan
256,256,2020-08-02 01:19:07,-88.5252,-172.436,American Samoa
257,257,2020-04-25 13:19:49,-26.6289,-71.5646,Korea
258,258,2017-11-27 21:47:46,-62.9218,-153.003,Antarctica (the territory South of 60 deg S)
259,259,2021-09-02 16:05:18,-89.1722,-173.678,Finland
260,260,2021-02-11 07:37:11,-54.336,-130.459,Belarus
261,261,2022-03-21 15:12:36,-87.2,-177.109,Albania
262,262,2022-08-06 12:18:34,25.3432,-104.369,Sierra Leone
263,263,2019-12-29 17:44:59,62.3437,1.36933,Chad
264,264,2018-04-15 14:03:18,39.9511,164.493,Montenegro
265,265,2020-01-21 03:39:41,-88.8298,-170.188,Albania
266,266,2019-07-06 12:41:14,-87.2,-177.109,Albania
267,267,2018-02-18 07:47:27,-84.9508,-90.5119,Singapore
268,268,2020-03-01 20:05:41,-58.4025,-168.097,Albania
269,269,2018-10-02 05:44:38,-88.8298,-170.188,Albania
270,270,2021-11-06 13:40:03,47.3875,-98.9636,Cambodia
271,271,2019-07-18 15:33:12,-88.8298,-170.188,Albania
272,272,2021-07-15 21:44:30,-88.8298,-170.188,Albania
273,273,2021-01-31 16:31:45,31.1929,2.0515,New Caledonia
274,274,2020-08-05 00:26:12,-37.0563,-99.6912,Central African Republic
275,275,2021-05-03 04:19:08,41.396,157.781,Tokelau
276,276,2018-08-26 23:23:56,-77.6883,-145.539,Andorra
277,277,2022-06-14 00:10:52,50.1858,115.198,Nicaragua
278,278,2019-02-09 14:36:45,89.5102,45.3106,Netherlands Antilles
279,279,2018-07-01 01:36:21,-50.619,-53.7213,Cyprus
280,280,2022-02-04 05:38:03,-69.496,9.658,Cape Verde
281,281,2018-10-25 17:02:22,-10.5832,170.963,Czech Republic
282,282,2021-09-01 08:02:28,-82.745,60.368,Northern Mariana Islands
283,283,2021-01-04 02:59:01,-84.8378,-167.14,Aruba
284,284,2019-01-27 21:21:12,-88.8298,-170.188,Albania
285,285,2020-01-14 22:44:53,-88.8298,-170.188,Albania
286,286,2019-11-13 21:39:45,-88.9652,-164.795,Armenia
287,287,2022-06-18 10:40:31,-84.8378,-167.14,Aruba
288,288,2020-06-15 17:19:41,-16.287,-98.6303,Barbados
289,289,2022-03-07 03:54:05,-87.0574,-164.826,Bahamas
290,290,2022-03-22 03:25:14,-77.5528,-162.057,Paraguay
291,291,2019-01-18 22:59:42,-77.6883,-145.539,Andorra
292,292,2020-02-23 13:28:14,-22.2773,108.502,Korea
293,293,2021-01-09 09:13:33,-64.5135,67.7013,Malawi
294,294,2018-08-22 11:39:11,-34.9087,-151.315,Montenegro
295,295,2019-07-02 12:16:21,-88.8298,-170.188,Albania
296,296,2018-06-15 02:26:00,-36.1558,-60.1943,Canada
297,297,2018-08-16 05:25:42,8.29457,-74.3307,Greece
298,298,2021-08-03 21:57:35,-84.8378,-167.14,Aruba
299,299,2017-12-18 01:15:42,-63.2737,-163.515,French Guiana
300,300,2018-03-08 03:04:23,-88.8298,-170.188,Albania
301,301,2018-04-15 07:17:24,-84.8378,-167.14,Aruba
302,302,2021-08-10 14:17:05,-89.9787,-173.293,Albania
303,303,2022-08-17 16:18:21,31.1892,-163.128,United States Virgin Islands
304,304,2020-11-04 06:44:19,3.38033,-128.255,Croatia
305,305,2020-07-19 06:18:59,-82.3274,-122.209,Bangladesh
306,306,2020-01-25 11:47:39,-75.8862,-111.36,American Samoa
307,307,2018-01-25 00:55:00,26.8027,43.1265,Angola
308,308,2022-01-05 02:16:57,-18.8824,88.6026,Eritrea
309,309,2018-04-27 05:08:07,-88.5252,-172.436,American Samoa
310,310,2021-01-25 22:22:37,-81.0108,-165.206,Antigua and Barbuda
311,311,2018-01-27 14:25:56,-71.9446,-41.5617,Botswana
312,312,2021-05-07 13:58:36,-7.32837,-134.64,Armenia
313,313,2022-06-29 17:26:52,-88.8298,-170.188,Albania
314,314,2022-10-18 10:27:02,-73.979,-14.5062,Moldova
315,315,2022-09-29 07:35:28,14.759,46.9112,Netherlands
316,316,2020-06-24 13:15:04,18.3242,90.7411,Germany
317,317,2019-10-16 16:17:57,-84.8378,-167.14,Aruba
318,318,2018-11-20 06:26:06,82.0824,34.2465,Costa Rica
319,319,2018-01-12 15:37:50,-87.2,-177.109,Albania
320,320,2019-11-13 10:03:45,12.0902,113.873,Greece
321,321,2022-08-05 18:10:48,-87.2,-177.109,Albania
322,322,2021-04-09 11:31:42,-87.2,-177.109,Albania
323,323,2020-09-26 06:29:02,-88.8298,-170.188,Albania
324,324,2021-03-26 07:47:57,-87.6079,-52.2258,Estonia
325,325,2018-11-10 21:28:03,-68.0144,-24.9347,Swaziland
326,326,2018-12-13 05:17:56,-19.3846,-170.55,Albania
327,327,2022-02-09 03:03:58,62.3674,100.972,Gibraltar
328,328,2021-09-11 11:17:22,-52.7867,-53.6215,Christmas Island
329,329,2020-07-22 01:00:17,-58.4025,-168.097,Albania
330,330,2019-02-24 07:51:49,52.7229,-111.174,Tanzania
331,331,2021-05-08 03:19:58,18.7185,-25.8919,Uruguay
332,332,2022-10-08 18:59:02,-75.8378,-163.945,Barbados
333,333,2019-08-10 19:52:39,-61.8867,-14.9399,Guadeloupe
334,334,2021-11-06 04:13:00,-42.0076,32.8769,Solomon Islands
335,335,2019-12-31 06:14:38,-87.0574,-164.826,Bahamas
336,336,2019-08-23 08:43:22,-26.4345,67.2092,Togo
337,337,2022-08-30 21:49:13,-86.2919,-103.993,Anguilla
338,338,2020-04-05 06:35:26,-60.4435,-145.379,China
339,339,2020-10-17 21:18:55,-88.8298,-170.188,Albania
340,340,2021-03-19 17:04:34,-62.9218,-153.003,Antarctica (the territory South of 60 deg S)
341,341,2020-08-27 20:02:06,-87.0574,-164.826,Bahamas
342,342,2020-04-19 08:17:45,-58.4025,-168.097,Albania
343,343,2018-05-12 08:22:11,-87.0574,-164.826,Bahamas
344,344,2021-11-19 16:47:23,53.0893,167.328,Ghana
345,345,2022-05-01 14:21:17,30.162,125.755,Tajikistan
346,346,2017-12-28 01:11:58,-88.5252,-172.436,American Samoa
347,347,2021-07-30 21:29:13,-52.887,-159.571,Botswana
348,348,2022-08-21 10:35:33,76.3939,136.033,Tunisia
349,349,2019-11-30 17:20:23,-87.0574,-164.826,Bahamas
350,350,2020-07-25 07:39:25,-48.665,-77.0735,El Salvador
351,351,2022-03-30 05:31:07,-88.8298,-170.188,Albania
352,352,2017-10-27 16:09:57,-88.8298,-170.188,Albania
353,353,2018-11-11 04:19:11,-87.0574,-164.826,Bahamas
354,354,2019-08-30 21:48:57,-73.6522,-164.936,Benin
355,355,2019-12-02 23:33:24,-86.4433,-178.772,American Samoa
356,356,2022-04-09 21:46:47,-58.4025,-168.097,Albania
357,357,2022-02-22 00:37:24,-75.8771,-14.25,Cameroon
358,358,2019-05-23 17:18:22,-5.22078,-26.9354,Bahrain
359,359,2019-05-05 20:16:42,20.0665,48.6218,Belgium
360,360,2019-04-30 13:33:32,-81.9317,-127.577,Ethiopia
361,361,2018-01-01 13:43:20,-87.2,-177.109,Albania
362,362,2018-06-11 14:14:45,71.435,85.9575,Bolivia
363,363,2021-02-10 11:39:04,-84.8378,-167.14,Aruba
364,364,2022-04-11 03:33:50,-23.0821,-45.1651,Guyana
365,365,2020-07-22 01:36:17,64.583,15.9277,Ghana
366,366,2020-04-07 21:55:05,-40.7338,-128.075,Australia
367,367,2022-08-05 12:17:33,-72.1181,-51.6556,Ethiopia
368,368,2020-08-12 07:24:28,-87.2,-177.109,Albania
369,369,2020-10-08 05:13:49,7.96534,122.927,Syrian Arab Republic
370,370,2018-09-30 11:14:28,-71.6856,-179.126,Albania
371,371,2021-01-21 16:25:18,-88.8298,-170.188,Albania
372,372,2019-01-29 20:46:52,-38.4062,-154.323,Armenia
373,373,2022-02-03 02:39:30,31.1933,134.913,United States Minor Outlying Islands
374,374,2021-05-09 07:00:48,-87.2,-177.109,Albania
375,375,2022-09-14 05:08:39,-64.984,-117.531,Aruba
376,376,2020-02-25 04:46:29,-54.336,-130.459,Belarus
377,377,2019-08-06 07:15:52,-41.5492,-152.355,Cameroon
378,378,2022-06-22 17:49:33,-38.4062,-154.323,Armenia
379,379,2019-01-17 01:18:16,-71.2179,-152.808,Azerbaijan
380,380,2017-10-30 20:31:02,1.51543,-2.0741,Iran
381,381,2019-11-30 22:49:25,-88.8298,-170.188,Albania
382,382,2022-03-06 12:54:49,-88.8298,-170.188,Albania
383,383,2020-04-14 18:00:40,2.43748,-63.7055,Moldova
384,384,2020-05-29 13:17:27,16.3045,-107.212,Micronesia
385,385,2017-12-30 19:35:54,-88.5252,-172.436,American Samoa
386,386,2022-09-17 11:07:27,-41.5492,-152.355,Cameroon
387,387,2020-12-04 20:44:03,-77.6883,-145.539,Andorra
388,388,2021-06-30 08:41:09,-71.6856,-179.126,Albania
389,389,2018-08-10 19:08:15,48.2704,-123.073,Guatemala
390,390,2018-11-21 07:20:23,-88.8298,-170.188,Albania
391,391,2020-10-05 22:50:09,-7.32837,-134.64,Armenia
392,392,2021-03-03 07:21:49,-87.0574,-164.826,Bahamas
393,393,2022-08-15 14:30:53,-89.8908,-179.887,Albania
394,394,2018-07-10 12:06:16,-64.984,-117.531,Aruba
395,395,2018-01-25 10:10:05,48.2704,-123.073,Guatemala
396,396,2018-09-12 01:41:54,-53.6534,-149.875,Antigua and Barbuda
397,397,2022-07-13 23:29:27,26.4231,5.06855,Guam
398,398,2020-09-04 23:08:10,-26.1798,-26.5472,Albania
399,399,2018-08-05 12:43:48,-71.6856,-179.126,Albania
400,400,2020-02-25 09:56:57,-88.8298,-170.188,Albania
401,401,2018-12-13 17:19:32,-5.13585,-48.9098,Micronesia
402,402,2018-10-13 05:02:03,-88.8298,-170.188,Albania
403,403,2020-10-12 03:49:13,-71.2179,-152.808,Azerbaijan
404,404,2017-12-19 19:06:26,-52.5802,-150.989,El Salvador
405,405,2018-02-23 01:26:43,-11.1221,100.126,Netherlands Antilles
406,406,2019-10-08 01:12:19,36.7627,161.866,Ethiopia
407,407,2019-10-20 11:23:07,-42.5061,6.22099,Pitcairn Islands
408,408,2019-08-27 00:11:29,-9.98172,70.0953,Croatia
409,409,2019-05-28 01:00:22,-41.5492,-152.355,Cameroon
410,410,2021-01-24 13:20:04,-89.9787,-173.293,Albania
411,411,2018-11-12 22:36:40,-36.3753,-81.7444,Bolivia
412,412,2021-09-14 05:08:08,-88.8298,-170.188,Albania
413,413,2022-01-05 13:34:38,-23.4354,-166.68,Tuvalu
414,414,2022-10-17 12:26:12,-71.6856,-179.126,Albania
415,415,2022-09-28 18:55:21,-23.3181,-72.6048,Vanuatu
416,416,2021-04-24 09:59:02,-84.8206,-102.326,Congo
417,417,2018-09-04 04:44:18,-34.1305,-43.2367,Puerto Rico
